0, if this entry is for a host, 1 if it is for a service;is_service;downtimes;int
Whether the service accepts passive checks (0/1);service_accept_passive_checks;downtimes;int
Whether the current service problem has been acknowledged (0/1);service_acknowledged;downtimes;int
The type of the acknownledgement (0: none, 1: normal, 2: sticky);service_acknowledgement_type;downtimes;int
An optional URL for actions or custom information about the service;service_action_url;downtimes;string
The action_url with (the most important) macros expanded;service_action_url_expanded;downtimes;string
Whether active checks are enabled for the service (0/1);service_active_checks_enabled;downtimes;int
Nagios command used for active checks;service_check_command;downtimes;string
Number of basic interval lengths between two scheduled checks of the service;service_check_interval;downtimes;float
The current check option, forced, normal, freshness... (0/1);service_check_options;downtimes;int
The name of the check period of the service. It this is empty, the service is always checked.;service_check_period;downtimes;string
The type of the last check (0: active, 1: passive);service_check_type;downtimes;int
Whether active checks are enabled for the service (0/1);service_checks_enabled;downtimes;int
A list of all comment ids of the service;service_comments;downtimes;list
A list of all comments of the service with id, author and comment;service_comments_with_info;downtimes;list
A list of all contact groups this service is in;service_contact_groups;downtimes;list
A list of all contacts of the service, either direct or via a contact group;service_contacts;downtimes;list
The number of the current check attempt;service_current_attempt;downtimes;int
The number of the current notification;service_current_notification_number;downtimes;int
A list of the names of all custom variables of the service;service_custom_variable_names;downtimes;list
A list of the values of all custom variable of the service;service_custom_variable_values;downtimes;list
A dictionary of the custom variables;service_custom_variables;downtimes;list
Description of the service (also used as key);service_description;downtimes;string
An optional display name (not used by Nagios standard web pages);service_display_name;downtimes;string
A list of all downtime ids of the service;service_downtimes;downtimes;list
A list of all downtimes of the service with id, author and comment;service_downtimes_with_info;downtimes;list
Nagios command used as event handler;service_event_handler;downtimes;string
Whether and event handler is activated for the service (0/1);service_event_handler_enabled;downtimes;int
Time the host check needed for execution;service_execution_time;downtimes;float
Delay before the first notification;service_first_notification_delay;downtimes;float
Whether flap detection is enabled for the service (0/1);service_flap_detection_enabled;downtimes;int
A list of all service groups the service is in;service_groups;downtimes;list
Whether the service already has been checked (0/1);service_has_been_checked;downtimes;int
High threshold of flap detection;service_high_flap_threshold;downtimes;float
The name of an image to be used as icon in the web interface;service_icon_image;downtimes;string
An alternative text for the icon_image for browsers not displaying icons;service_icon_image_alt;downtimes;string
The icon_image with (the most important) macros expanded;service_icon_image_expanded;downtimes;string
Whether the service is currently in its check period (0/1);service_in_check_period;downtimes;int
Whether the service is currently in its notification period (0/1);service_in_notification_period;downtimes;int
The initial state of the service;service_initial_state;downtimes;int
is there a service check currently running... (0/1);service_is_executing;downtimes;int
Whether the service is flapping (0/1);service_is_flapping;downtimes;int
The time of the last check (Unix timestamp);service_last_check;downtimes;int
The last hard state of the service;service_last_hard_state;downtimes;int
The time of the last hard state change (Unix timestamp);service_last_hard_state_change;downtimes;int
The time of the last notification (Unix timestamp);service_last_notification;downtimes;int
The last state of the service;service_last_state;downtimes;int
The time of the last state change (Unix timestamp);service_last_state_change;downtimes;int
The last time the service was CRITICAL (Unix timestamp);service_last_time_critical;downtimes;int
The last time the service was OK (Unix timestamp);service_last_time_ok;downtimes;int
The last time the service was UNKNOWN (Unix timestamp);service_last_time_unknown;downtimes;int
The last time the service was in WARNING state (Unix timestamp);service_last_time_warning;downtimes;int
Time difference between scheduled check time and actual check time;service_latency;downtimes;int
Unabbreviated output of the last check plugin;service_long_plugin_output;downtimes;string
Low threshold of flap detection;service_low_flap_threshold;downtimes;float
The maximum number of check attempts;service_max_check_attempts;downtimes;int
A bitmask specifying which attributes have been modified;service_modified_attributes;downtimes;int
A list of all modified attributes;service_modified_attributes_list;downtimes;list
The scheduled time of the next check (Unix timestamp);service_next_check;downtimes;int
The time of the next notification (Unix timestamp);service_next_notification;downtimes;int
Whether to stop sending notifications (0/1);service_no_more_notifications;downtimes;int
Optional notes about the service;service_notes;downtimes;string
The notes with (the most important) macros expanded;service_notes_expanded;downtimes;string
An optional URL for additional notes about the service;service_notes_url;downtimes;string
The notes_url with (the most important) macros expanded;service_notes_url_expanded;downtimes;string
Interval of periodic notification or 0 if its off;service_notification_interval;downtimes;float
The name of the notification period of the service. It this is empty, service problems are always notified.;service_notification_period;downtimes;string
Whether notifications are enabled for the service (0/1);service_notifications_enabled;downtimes;int
Whether 'obsess_over_service' is enabled for the service (0/1);service_obsess_over_service;downtimes;int
Percent state change;service_percent_state_change;downtimes;float
Performance data of the last check plugin;service_perf_data;downtimes;string
Output of the last check plugin;service_plugin_output;downtimes;string
Whether there is a PNP4Nagios graph present for this service (0/1);service_pnpgraph_present;downtimes;int
Whether processing of performance data is enabled for the service (0/1);service_process_performance_data;downtimes;int
Number of basic interval lengths between checks when retrying after a soft error;service_retry_interval;downtimes;float
The number of scheduled downtimes the service is currently in;service_scheduled_downtime_depth;downtimes;int
The current state of the service (0: OK, 1: WARN, 2: CRITICAL, 3: UNKNOWN);service_state;downtimes;int
The type of the current state (0: soft, 1: hard);service_state_type;downtimes;int
The start time of the downtime as UNIX timestamp;start_time;downtimes;int
The id of the downtime this downtime was triggered by or 0 if it was not triggered by another downtime;triggered_by;downtimes;int
The type of the downtime: 0 if it is active, 1 if it is pending;type;downtimes;int
The contact that entered the comment;author;comments;string
A comment text;comment;comments;string
The time the entry was made as UNIX timestamp;entry_time;comments;int
The type of the comment: 1 is user, 2 is downtime, 3 is flap and 4 is acknowledgement;entry_type;comments;int
The time of expiry of this comment as a UNIX timestamp;expire_time;comments;int
Whether this comment expires;expires;comments;int
Whether passive host checks are accepted (0/1);host_accept_passive_checks;comments;int
Whether the current host problem has been acknowledged (0/1);host_acknowledged;comments;int
Type of acknowledgement (0: none, 1: normal, 2: stick);host_acknowledgement_type;comments;int
An optional URL to custom actions or information about this host;host_action_url;comments;string
The same as action_url, but with the most important macros expanded;host_action_url_expanded;comments;string
Whether active checks are enabled for the host (0/1);host_active_checks_enabled;comments;int
IP address;host_address;comments;string
An alias name for the host;host_alias;comments;string
Nagios command for active host check of this host;host_check_command;comments;string
Whether to check to send a recovery notification when flapping stops (0/1);host_check_flapping_recovery_notification;comments;int
Whether freshness checks are activated (0/1);host_check_freshness;comments;int
Number of basic interval lengths between two scheduled checks of the host;host_check_interval;comments;float
The current check option, forced, normal, freshness... (0-2);host_check_options;comments;int
Time period in which this host will be checked. If empty then the host will always be checked.;host_check_period;comments;string
Type of check (0: active, 1: passive);host_check_type;comments;int
Whether checks of the host are enabled (0/1);host_checks_enabled;comments;int
A list of all direct childs of the host;host_childs;comments;list
A list of the ids of all comments of this host;host_comments;comments;list
A list of all comments of the host with id, author and comment;host_comments_with_info;comments;list
A list of all contact groups this host is in;host_contact_groups;comments;list
A list of all contacts of this host, either direct or via a contact group;host_contacts;comments;list
Number of the current check attempts;host_current_attempt;comments;int
Number of the current notification;host_current_notification_number;comments;int
A list of the names of all custom variables;host_custom_variable_names;comments;list
A list of the values of the custom variables;host_custom_variable_values;comments;list
A dictionary of the custom variables;host_custom_variables;comments;list
Optional display name of the host - not used by Nagios' web interface;host_display_name;comments;string
A list of the ids of all scheduled downtimes of this host;host_downtimes;comments;list
A list of the all scheduled downtimes of the host with id, author and comment;host_downtimes_with_info;comments;list
Whether event handling is enabled (0/1);host_event_handler_enabled;comments;int
Time the host check needed for execution;host_execution_time;comments;float
The value of the custom variable FILENAME;host_filename;comments;string
Delay before the first notification;host_first_notification_delay;comments;float
Whether flap detection is enabled (0/1);host_flap_detection_enabled;comments;int
A list of all host groups this host is in;host_groups;comments;list
The effective hard state of the host (eliminates a problem in hard_state);host_hard_state;comments;int
Whether the host has already been checked (0/1);host_has_been_checked;comments;int
High threshold of flap detection;host_high_flap_threshold;comments;float
The name of an image file to be used in the web pages;host_icon_image;comments;string
Alternative text for the icon_image;host_icon_image_alt;comments;string
The same as icon_image, but with the most important macros expanded;host_icon_image_expanded;comments;string
Whether this host is currently in its check period (0/1);host_in_check_period;comments;int
Whether this host is currently in its notification period (0/1);host_in_notification_period;comments;int
Initial host state;host_initial_state;comments;int
is there a host check currently running... (0/1);host_is_executing;comments;int
Whether the host state is flapping (0/1);host_is_flapping;comments;int
Time of the last check (Unix timestamp);host_last_check;comments;int
Last hard state;host_last_hard_state;comments;int
Time of the last hard state change (Unix timestamp);host_last_hard_state_change;comments;int
Time of the last notification (Unix timestamp);host_last_notification;comments;int
State before last state change;host_last_state;comments;int
Time of the last state change - soft or hard (Unix timestamp);host_last_state_change;comments;int
The last time the host was DOWN (Unix timestamp);host_last_time_down;comments;int
The last time the host was UNREACHABLE (Unix timestamp);host_last_time_unreachable;comments;int
The last time the host was UP (Unix timestamp);host_last_time_up;comments;int
Time difference between scheduled check time and actual check time;host_latency;comments;float
Complete output from check plugin;host_long_plugin_output;comments;string
Low threshold of flap detection;host_low_flap_threshold;comments;float
Max check attempts for active host checks;host_max_check_attempts;comments;int
A bitmask specifying which attributes have been modified;host_modified_attributes;comments;int
A list of all modified attributes;host_modified_attributes_list;comments;list
Host name;host_name;comments;string
Scheduled time for the next check (Unix timestamp);host_next_check;comments;int
Time of the next notification (Unix timestamp);host_next_notification;comments;int
Whether to stop sending notifications (0/1);host_no_more_notifications;comments;int
Optional notes for this host;host_notes;comments;string
The same as notes, but with the most important macros expanded;host_notes_expanded;comments;string
An optional URL with further information about the host;host_notes_url;comments;string
Same es notes_url, but with the most important macros expanded;host_notes_url_expanded;comments;string
Interval of periodic notification or 0 if its off;host_notification_interval;comments;float
Time period in which problems of this host will be notified. If empty then notification will be always;host_notification_period;comments;string
Whether notifications of the host are enabled (0/1);host_notifications_enabled;comments;int
The total number of services of the host;host_num_services;comments;int
The number of the host's services with the soft state CRIT;host_num_services_crit;comments;int
The number of the host's services with the hard state CRIT;host_num_services_hard_crit;comments;int
The number of the host's services with the hard state OK;host_num_services_hard_ok;comments;int
The number of the host's services with the hard state UNKNOWN;host_num_services_hard_unknown;comments;int
The number of the host's services with the hard state WARN;host_num_services_hard_warn;comments;int
The number of the host's services with the soft state OK;host_num_services_ok;comments;int
The number of the host's services which have not been checked yet (pending);host_num_services_pending;comments;int
The number of the host's services with the soft state UNKNOWN;host_num_services_unknown;comments;int
The number of the host's services with the soft state WARN;host_num_services_warn;comments;int
The current obsess_over_host setting... (0/1);host_obsess_over_host;comments;int
A list of all direct parents of the host;host_parents;comments;list
Whether a flex downtime is pending (0/1);host_pending_flex_downtime;comments;int
Percent state change;host_percent_state_change;comments;float
Optional performance data of the last host check;host_perf_data;comments;string
Output of the last host check;host_plugin_output;comments;string
Whether there is a PNP4Nagios graph present for this host (0/1);host_pnpgraph_present;comments;int
Whether processing of performance data is enabled (0/1);host_process_performance_data;comments;int
Number of basic interval lengths between checks when retrying after a soft error;host_retry_interval;comments;float
The number of downtimes this host is currently in;host_scheduled_downtime_depth;comments;int
A list of all services of the host;host_services;comments;list
A list of all services including detailed information about each service;host_services_with_info;comments;list
A list of all services of the host together with state and has_been_checked;host_services_with_state;comments;list
The current state of the host (0: up, 1: down, 2: unreachable);host_state;comments;int
Type of the current state (0: soft, 1: hard);host_state_type;comments;int
The name of in image file for the status map;host_statusmap_image;comments;string
The total number of services of the host;host_total_services;comments;int
The worst hard state of all of the host's services (OK <= WARN <= UNKNOWN <= CRIT);host_worst_service_hard_state;comments;int
The worst soft state of all of the host's services (OK <= WARN <= UNKNOWN <= CRIT);host_worst_service_state;comments;int
3D-Coordinates: X;host_x_3d;comments;float
3D-Coordinates: Y;host_y_3d;comments;float
3D-Coordinates: Z;host_z_3d;comments;float
The id of the comment;id;comments;int
0, if this entry is for a host, 1 if it is for a service;is_service;comments;int
Whether this comment is persistent (0/1);persistent;comments;int
Whether the service accepts passive checks (0/1);service_accept_passive_checks;comments;int
Whether the current service problem has been acknowledged (0/1);service_acknowledged;comments;int
The type of the acknownledgement (0: none, 1: normal, 2: sticky);service_acknowledgement_type;comments;int
An optional URL for actions or custom information about the service;service_action_url;comments;string
The action_url with (the most important) macros expanded;service_action_url_expanded;comments;string
Whether active checks are enabled for the service (0/1);service_active_checks_enabled;comments;int
Nagios command used for active checks;service_check_command;comments;string
Number of basic interval lengths between two scheduled checks of the service;service_check_interval;comments;float
The current check option, forced, normal, freshness... (0/1);service_check_options;comments;int
The name of the check period of the service. It this is empty, the service is always checked.;service_check_period;comments;string
The type of the last check (0: active, 1: passive);service_check_type;comments;int
Whether active checks are enabled for the service (0/1);service_checks_enabled;comments;int
A list of all comment ids of the service;service_comments;comments;list
A list of all comments of the service with id, author and comment;service_comments_with_info;comments;list
A list of all contact groups this service is in;service_contact_groups;comments;list
A list of all contacts of the service, either direct or via a contact group;service_contacts;comments;list
The number of the current check attempt;service_current_attempt;comments;int
The number of the current notification;service_current_notification_number;comments;int
A list of the names of all custom variables of the service;service_custom_variable_names;comments;list
A list of the values of all custom variable of the service;service_custom_variable_values;comments;list
A dictionary of the custom variables;service_custom_variables;comments;list
Description of the service (also used as key);service_description;comments;string
An optional display name (not used by Nagios standard web pages);service_display_name;comments;string
A list of all downtime ids of the service;service_downtimes;comments;list
A list of all downtimes of the service with id, author and comment;service_downtimes_with_info;comments;list
Nagios command used as event handler;service_event_handler;comments;string
Whether and event handler is activated for the service (0/1);service_event_handler_enabled;comments;int
Time the host check needed for execution;service_execution_time;comments;float
Delay before the first notification;service_first_notification_delay;comments;float
Whether flap detection is enabled for the service (0/1);service_flap_detection_enabled;comments;int
A list of all service groups the service is in;service_groups;comments;list
Whether the service already has been checked (0/1);service_has_been_checked;comments;int
High threshold of flap detection;service_high_flap_threshold;comments;float
The name of an image to be used as icon in the web interface;service_icon_image;comments;string
An alternative text for the icon_image for browsers not displaying icons;service_icon_image_alt;comments;string
The icon_image with (the most important) macros expanded;service_icon_image_expanded;comments;string
Whether the service is currently in its check period (0/1);service_in_check_period;comments;int
Whether the service is currently in its notification period (0/1);service_in_notification_period;comments;int
The initial state of the service;service_initial_state;comments;int
is there a service check currently running... (0/1);service_is_executing;comments;int
Whether the service is flapping (0/1);service_is_flapping;comments;int
The time of the last check (Unix timestamp);service_last_check;comments;int
The last hard state of the service;service_last_hard_state;comments;int
The time of the last hard state change (Unix timestamp);service_last_hard_state_change;comments;int
The time of the last notification (Unix timestamp);service_last_notification;comments;int
The last state of the service;service_last_state;comments;int
The time of the last state change (Unix timestamp);service_last_state_change;comments;int
The last time the service was CRITICAL (Unix timestamp);service_last_time_critical;comments;int
The last time the service was OK (Unix timestamp);service_last_time_ok;comments;int
The last time the service was UNKNOWN (Unix timestamp);service_last_time_unknown;comments;int
The last time the service was in WARNING state (Unix timestamp);service_last_time_warning;comments;int
Time difference between scheduled check time and actual check time;service_latency;comments;int
Unabbreviated output of the last check plugin;service_long_plugin_output;comments;string
Low threshold of flap detection;service_low_flap_threshold;comments;float
The maximum number of check attempts;service_max_check_attempts;comments;int
A bitmask specifying which attributes have been modified;service_modified_attributes;comments;int
A list of all modified attributes;service_modified_attributes_list;comments;list
The scheduled time of the next check (Unix timestamp);service_next_check;comments;int
The time of the next notification (Unix timestamp);service_next_notification;comments;int
Whether to stop sending notifications (0/1);service_no_more_notifications;comments;int
Optional notes about the service;service_notes;comments;string
The notes with (the most important) macros expanded;service_notes_expanded;comments;string
An optional URL for additional notes about the service;service_notes_url;comments;string
The notes_url with (the most important) macros expanded;service_notes_url_expanded;comments;string
Interval of periodic notification or 0 if its off;service_notification_interval;comments;float
The name of the notification period of the service. It this is empty, service problems are always notified.;service_notification_period;comments;string
Whether notifications are enabled for the service (0/1);service_notifications_enabled;comments;int
Whether 'obsess_over_service' is enabled for the service (0/1);service_obsess_over_service;comments;int
Percent state change;service_percent_state_change;comments;float
Performance data of the last check plugin;service_perf_data;comments;string
Output of the last check plugin;service_plugin_output;comments;string
Whether there is a PNP4Nagios graph present for this service (0/1);service_pnpgraph_present;comments;int
Whether processing of performance data is enabled for the service (0/1);service_process_performance_data;comments;int
Number of basic interval lengths between checks when retrying after a soft error;service_retry_interval;comments;float
The number of scheduled downtimes the service is currently in;service_scheduled_downtime_depth;comments;int
The current state of the service (0: OK, 1: WARN, 2: CRITICAL, 3: UNKNOWN);service_state;comments;int
The type of the current state (0: soft, 1: hard);service_state_type;comments;int
The source of the comment (0 is internal and 1 is external);source;comments;int
The type of the comment: 1 is host, 2 is service;type;comments;int
The alias of the timeperiod;alias;timeperiods;string
Whether we are currently in this period (0/1);in;timeperiods;int
The name of the timeperiod;name;timeperiods;string
Whether passive host checks are accepted in general (0/1);accept_passive_host_checks;status;int
Whether passive service checks are activated in general (0/1);accept_passive_service_checks;status;int
The current number of log messages MK Livestatus keeps in memory;cached_log_messages;status;int
The current number of log messages MK Livestatus keeps in memory;cached_log_messages_rate;status;float
Whether Nagios checks for external commands at its command pipe (0/1);check_external_commands;status;int
Whether host freshness checking is activated in general (0/1);check_host_freshness;status;int
Whether service freshness checking is activated in general (0/1);check_service_freshness;status;int
The number of client connections to Livestatus since program start;connections;status;int
The averaged number of new client connections to Livestatus per second;connections_rate;status;float
Whether event handlers are activated in general (0/1);enable_event_handlers;status;int
Whether flap detection is activated in general (0/1);enable_flap_detection;status;int
Whether notifications are enabled in general (0/1);enable_notifications;status;int
Whether host checks are executed in general (0/1);execute_host_checks;status;int
Whether active service checks are activated in general (0/1);execute_service_checks;status;int
The maximum number of slots used in the external command buffer;external_command_buffer_max;status;int
The size of the buffer for the external commands;external_command_buffer_slots;status;int
The number of slots in use of the external command buffer;external_command_buffer_usage;status;int
The averaged number of external commands per second;external_commands_rate;status;float
The number of process creations since program start;forks;status;float
The averaged number of forks per second;forks_rate;status;float
The number of host checks since program start;host_checks;status;int
the averaged number of host checks per second;host_checks_rate;status;float
The default interval length from nagios.cfg;interval_length;status;int
The time of the last check for a command as UNIX timestamp;last_command_check;status;int
Time time of the last log file rotation;last_log_rotation;status;int
The version of the MK Livestatus module;livestatus_version;status;string
The number of new log messages since program start;log_messages;status;float
The averaged number of log messages per second;log_messages_rate;status;float
The process ID of the Nagios main process;nagios_pid;status;int
The number of NEB call backs since program start;neb_callbacks;status;int
The averaged number of NEB call backs per second;neb_callbacks_rate;status;float
Whether Nagios will obsess over host checks (0/1);obsess_over_hosts;status;int
Whether Nagios will obsess over service checks and run the ocsp_command (0/1);obsess_over_services;status;int
Whether processing of performance data is activated in general (0/1);process_performance_data;status;int
The time of the last program start as UNIX timestamp;program_start;status;int
The version of the monitoring daemon;program_version;status;string
The number of requests to Livestatus since program start;requests;status;int
The averaged number of request to Livestatus per second;requests_rate;status;float
The number of completed service checks since program start;service_checks;status;int
The averaged number of service checks per second;service_checks_rate;status;float
The number of the check attempt;attempt;log;int
The class of the message as integer (0:info, 1:state, 2:program, 3:notification, 4:passive, 5:command);class;log;int
The name of the command of the log entry (e.g. for notifications);command_name;log;string
A comment field used in various message types;comment;log;string
The name of the contact the log entry is about (might be empty);contact_name;log;string
The shell command line;current_command_line;log;string
The name of the command;current_command_name;log;string
The additional field address1;current_contact_address1;log;string
The additional field address2;current_contact_address2;log;string
The additional field address3;current_contact_address3;log;string
The additional field address4;current_contact_address4;log;string
The additional field address5;current_contact_address5;log;string
The additional field address6;current_contact_address6;log;string
The full name of the contact;current_contact_alias;log;string
Whether the contact is allowed to submit commands (0/1);current_contact_can_submit_commands;log;int
A list of all custom variables of the contact;current_contact_custom_variable_names;log;list
A list of the values of all custom variables of the contact;current_contact_custom_variable_values;log;list
A dictionary of the custom variables;current_contact_custom_variables;log;list
The email address of the contact;current_contact_email;log;string
The time period in which the contact will be notified about host problems;current_contact_host_notification_period;log;string
Whether the contact will be notified about host problems in general (0/1);current_contact_host_notifications_enabled;log;int
Whether the contact is currently in his/her host notification period (0/1);current_contact_in_host_notification_period;log;int
Whether the contact is currently in his/her service notification period (0/1);current_contact_in_service_notification_period;log;int
A bitmask specifying which attributes have been modified;current_contact_modified_attributes;log;int
A list of all modified attributes;current_contact_modified_attributes_list;log;list
The login name of the contact person;current_contact_name;log;string
The pager address of the contact;current_contact_pager;log;string
The time period in which the contact will be notified about service problems;current_contact_service_notification_period;log;string
Whether the contact will be notified about service problems in general (0/1);current_contact_service_notifications_enabled;log;int
Whether passive host checks are accepted (0/1);current_host_accept_passive_checks;log;int
Whether the current host problem has been acknowledged (0/1);current_host_acknowledged;log;int
Type of acknowledgement (0: none, 1: normal, 2: stick);current_host_acknowledgement_type;log;int
An optional URL to custom actions or information about this host;current_host_action_url;log;string
The same as action_url, but with the most important macros expanded;current_host_action_url_expanded;log;string
Whether active checks are enabled for the host (0/1);current_host_active_checks_enabled;log;int
IP address;current_host_address;log;string
An alias name for the host;current_host_alias;log;string
Nagios command for active host check of this host;current_host_check_command;log;string
Whether to check to send a recovery notification when flapping stops (0/1);current_host_check_flapping_recovery_notification;log;int
Whether freshness checks are activated (0/1);current_host_check_freshness;log;int
Number of basic interval lengths between two scheduled checks of the host;current_host_check_interval;log;float
The current check option, forced, normal, freshness... (0-2);current_host_check_options;log;int
Time period in which this host will be checked. If empty then the host will always be checked.;current_host_check_period;log;string
Type of check (0: active, 1: passive);current_host_check_type;log;int
Whether checks of the host are enabled (0/1);current_host_checks_enabled;log;int
A list of all direct childs of the host;current_host_childs;log;list
A list of the ids of all comments of this host;current_host_comments;log;list
A list of all comments of the host with id, author and comment;current_host_comments_with_info;log;list
A list of all contact groups this host is in;current_host_contact_groups;log;list
A list of all contacts of this host, either direct or via a contact group;current_host_contacts;log;list
Number of the current check attempts;current_host_current_attempt;log;int
Number of the current notification;current_host_current_notification_number;log;int
A list of the names of all custom variables;current_host_custom_variable_names;log;list
A list of the values of the custom variables;current_host_custom_variable_values;log;list
A dictionary of the custom variables;current_host_custom_variables;log;list
Optional display name of the host - not used by Nagios' web interface;current_host_display_name;log;string
A list of the ids of all scheduled downtimes of this host;current_host_downtimes;log;list
A list of the all scheduled downtimes of the host with id, author and comment;current_host_downtimes_with_info;log;list
Whether event handling is enabled (0/1);current_host_event_handler_enabled;log;int
Time the host check needed for execution;current_host_execution_time;log;float
The value of the custom variable FILENAME;current_host_filename;log;string
Delay before the first notification;current_host_first_notification_delay;log;float
Whether flap detection is enabled (0/1);current_host_flap_detection_enabled;log;int
A list of all host groups this host is in;current_host_groups;log;list
The effective hard state of the host (eliminates a problem in hard_state);current_host_hard_state;log;int
Whether the host has already been checked (0/1);current_host_has_been_checked;log;int
High threshold of flap detection;current_host_high_flap_threshold;log;float
The name of an image file to be used in the web pages;current_host_icon_image;log;string
Alternative text for the icon_image;current_host_icon_image_alt;log;string
The same as icon_image, but with the most important macros expanded;current_host_icon_image_expanded;log;string
Whether this host is currently in its check period (0/1);current_host_in_check_period;log;int
Whether this host is currently in its notification period (0/1);current_host_in_notification_period;log;int
Initial host state;current_host_initial_state;log;int
is there a host check currently running... (0/1);current_host_is_executing;log;int
Whether the host state is flapping (0/1);current_host_is_flapping;log;int
Time of the last check (Unix timestamp);current_host_last_check;log;int
Last hard state;current_host_last_hard_state;log;int
Time of the last hard state change (Unix timestamp);current_host_last_hard_state_change;log;int
Time of the last notification (Unix timestamp);current_host_last_notification;log;int
State before last state change;current_host_last_state;log;int
Time of the last state change - soft or hard (Unix timestamp);current_host_last_state_change;log;int
The last time the host was DOWN (Unix timestamp);current_host_last_time_down;log;int
The last time the host was UNREACHABLE (Unix timestamp);current_host_last_time_unreachable;log;int
The last time the host was UP (Unix timestamp);current_host_last_time_up;log;int
Time difference between scheduled check time and actual check time;current_host_latency;log;float
Complete output from check plugin;current_host_long_plugin_output;log;string
Low threshold of flap detection;current_host_low_flap_threshold;log;float
Max check attempts for active host checks;current_host_max_check_attempts;log;int
A bitmask specifying which attributes have been modified;current_host_modified_attributes;log;int
A list of all modified attributes;current_host_modified_attributes_list;log;list
Host name;current_host_name;log;string
Scheduled time for the next check (Unix timestamp);current_host_next_check;log;int
Time of the next notification (Unix timestamp);current_host_next_notification;log;int
Whether to stop sending notifications (0/1);current_host_no_more_notifications;log;int
Optional notes for this host;current_host_notes;log;string
The same as notes, but with the most important macros expanded;current_host_notes_expanded;log;string
An optional URL with further information about the host;current_host_notes_url;log;string
Same es notes_url, but with the most important macros expanded;current_host_notes_url_expanded;log;string
Interval of periodic notification or 0 if its off;current_host_notification_interval;log;float
Time period in which problems of this host will be notified. If empty then notification will be always;current_host_notification_period;log;string
Whether notifications of the host are enabled (0/1);current_host_notifications_enabled;log;int
The total number of services of the host;current_host_num_services;log;int
The number of the host's services with the soft state CRIT;current_host_num_services_crit;log;int
The number of the host's services with the hard state CRIT;current_host_num_services_hard_crit;log;int
The number of the host's services with the hard state OK;current_host_num_services_hard_ok;log;int
The number of the host's services with the hard state UNKNOWN;current_host_num_services_hard_unknown;log;int
The number of the host's services with the hard state WARN;current_host_num_services_hard_warn;log;int
The number of the host's services with the soft state OK;current_host_num_services_ok;log;int
The number of the host's services which have not been checked yet (pending);current_host_num_services_pending;log;int
The number of the host's services with the soft state UNKNOWN;current_host_num_services_unknown;log;int
The number of the host's services with the soft state WARN;current_host_num_services_warn;log;int
The current obsess_over_host setting... (0/1);current_host_obsess_over_host;log;int
A list of all direct parents of the host;current_host_parents;log;list
Whether a flex downtime is pending (0/1);current_host_pending_flex_downtime;log;int
Percent state change;current_host_percent_state_change;log;float
Optional performance data of the last host check;current_host_perf_data;log;string
Output of the last host check;current_host_plugin_output;log;string
Whether there is a PNP4Nagios graph present for this host (0/1);current_host_pnpgraph_present;log;int
Whether processing of performance data is enabled (0/1);current_host_process_performance_data;log;int
Number of basic interval lengths between checks when retrying after a soft error;current_host_retry_interval;log;float
The number of downtimes this host is currently in;current_host_scheduled_downtime_depth;log;int
A list of all services of the host;current_host_services;log;list
A list of all services including detailed information about each service;current_host_services_with_info;log;list
A list of all services of the host together with state and has_been_checked;current_host_services_with_state;log;list
The current state of the host (0: up, 1: down, 2: unreachable);current_host_state;log;int
Type of the current state (0: soft, 1: hard);current_host_state_type;log;int
The name of in image file for the status map;current_host_statusmap_image;log;string
The total number of services of the host;current_host_total_services;log;int
The worst hard state of all of the host's services (OK <= WARN <= UNKNOWN <= CRIT);current_host_worst_service_hard_state;log;int
The worst soft state of all of the host's services (OK <= WARN <= UNKNOWN <= CRIT);current_host_worst_service_state;log;int
3D-Coordinates: X;current_host_x_3d;log;float
3D-Coordinates: Y;current_host_y_3d;log;float
3D-Coordinates: Z;current_host_z_3d;log;float
Whether the service accepts passive checks (0/1);current_service_accept_passive_checks;log;int
Whether the current service problem has been acknowledged (0/1);current_service_acknowledged;log;int
The type of the acknownledgement (0: none, 1: normal, 2: sticky);current_service_acknowledgement_type;log;int
An optional URL for actions or custom information about the service;current_service_action_url;log;string
The action_url with (the most important) macros expanded;current_service_action_url_expanded;log;string
Whether active checks are enabled for the service (0/1);current_service_active_checks_enabled;log;int
Nagios command used for active checks;current_service_check_command;log;string
Number of basic interval lengths between two scheduled checks of the service;current_service_check_interval;log;float
The current check option, forced, normal, freshness... (0/1);current_service_check_options;log;int
The name of the check period of the service. It this is empty, the service is always checked.;current_service_check_period;log;string
The type of the last check (0: active, 1: passive);current_service_check_type;log;int
Whether active checks are enabled for the service (0/1);current_service_checks_enabled;log;int
A list of all comment ids of the service;current_service_comments;log;list
A list of all comments of the service with id, author and comment;current_service_comments_with_info;log;list
A list of all contact groups this service is in;current_service_contact_groups;log;list
A list of all contacts of the service, either direct or via a contact group;current_service_contacts;log;list
The number of the current check attempt;current_service_current_attempt;log;int
The number of the current notification;current_service_current_notification_number;log;int
A list of the names of all custom variables of the service;current_service_custom_variable_names;log;list
A list of the values of all custom variable of the service;current_service_custom_variable_values;log;list
A dictionary of the custom variables;current_service_custom_variables;log;list
Description of the service (also used as key);current_service_description;log;string
An optional display name (not used by Nagios standard web pages);current_service_display_name;log;string
A list of all downtime ids of the service;current_service_downtimes;log;list
A list of all downtimes of the service with id, author and comment;current_service_downtimes_with_info;log;list
